Personagem1,Personagem2,taxaVitoria1,taxaVitoria2
ice-climbers,meta-knight,55.89,44.11
ice-climbers,pit,59.56,40.44
ice-climbers,dark-pit,62.31,37.69
ice-climbers,zero-suit-samus,53.3,46.7
ice-climbers,wario,65.13,34.87
ice-climbers,snake,40.02,59.98
ice-climbers,ike,44.35,55.65
ice-climbers,pokemon-trainer,59.94,40.06
ice-climbers,diddy-kong,61.57,38.43
ice-climbers,lucas,53.15,46.85
ice-climbers,sonic,52.44,47.56
ice-climbers,king-dedede,49.59,50.41
ice-climbers,olimar,51.6,48.4
ice-climbers,lucario,53.75,46.25
ice-climbers,rob,46.21,53.79
ice-climbers,toon-link,43.68,56.32
ice-climbers,wolf,57.5,42.5
ice-climbers,villager,43.49,56.51
ice-climbers,mega-man,48.11,51.89
ice-climbers,wii-fit-trainer,44.42,55.58
ice-climbers,rosalina,48.08,51.92
ice-climbers,little-mac,48.96,51.04
ice-climbers,greninja,47.77,52.23
ice-climbers,palutena,51.0,49.0
ice-climbers,pac-man,40.92,59.08
ice-climbers,robin,39.77,60.23
ice-climbers,shulk,47.99,52.01
ice-climbers,bowser-jr,46.8,53.2
ice-climbers,duck-hunt,37.87,62.13
ice-climbers,ryu,53.57,46.43
ice-climbers,ken,56.96,43.04
ice-climbers,cloud,50.41,49.59
ice-climbers,corrin,54.36,45.64
ice-climbers,bayonetta,53.78,46.22
ice-climbers,inkling,58.57,41.43
ice-climbers,ridley,55.79,44.21
ice-climbers,simon,35.54,64.46
ice-climbers,richter,39.17,60.83
ice-climbers,king-k-rool,52.78,47.22
ice-climbers,isabelle,43.7,56.3
ice-climbers,incineroar,58.56,41.44
ice-climbers,piranha-plant,43.02,56.98
ice-climbers,joker,59.43,40.57
ice-climbers,hero,44.71,55.29
ice-climbers,banjo-and-kazooie,45.13,54.87
ice-climbers,terry,47.81,52.19
ice-climbers,byleth,57.12,42.88
ice-climbers,min-min,41.66,58.34
ice-climbers,steve,38.1,61.9
ice-climbers,sephiroth,52.31,47.69
ice-climbers,pyra-and-mythra,50.32,49.68
ice-climbers,kazuya,49.58,50.42
ice-climbers,sora,52.78,47.22
sheik,zelda,34.31,65.69
sheik,dr-mario,36.36,63.64
sheik,pichu,46.59,53.41
sheik,falco,46.79,53.21
sheik,marth,50.0,50.0
sheik,lucina,50.7,49.3
sheik,young-link,39.37,60.63
sheik,ganondorf,47.17,52.83
sheik,mewtwo,50.72,49.28
sheik,roy,45.61,54.39
sheik,chrom,49.78,50.22
sheik,mr-game-and-watch,34.78,65.22
sheik,meta-knight,45.85,54.15
sheik,pit,50.0,50.0
sheik,dark-pit,47.21,52.79
sheik,zero-suit-samus,44.28,55.72
sheik,wario,41.09,58.91
sheik,snake,29.47,70.53
sheik,ike,38.1,61.9
sheik,pokemon-trainer,38.87,61.13
sheik,diddy-kong,46.07,53.93
sheik,lucas,41.75,58.25
sheik,sonic,41.69,58.31
sheik,king-dedede,35.46,64.54
sheik,olimar,51.35,48.65
sheik,lucario,43.8,56.2
sheik,rob,39.96,60.04
sheik,toon-link,35.41,64.59
sheik,wolf,43.28,56.72
sheik,villager,44.63,55.37
sheik,mega-man,42.47,57.53
sheik,wii-fit-trainer,30.13,69.87
sheik,rosalina,37.82,62.18
sheik,little-mac,48.03,51.97
sheik,greninja,46.38,53.62
sheik,palutena,35.0,65.0
sheik,pac-man,38.79,61.21
sheik,robin,43.05,56.95
sheik,shulk,45.14,54.86
sheik,bowser-jr,38.44,61.56
sheik,duck-hunt,37.5,62.5
sheik,ryu,31.71,68.29
sheik,ken,33.0,67.0
sheik,cloud,45.32,54.68
sheik,corrin,50.79,49.21
sheik,bayonetta,35.81,64.19
sheik,inkling,40.19,59.81
sheik,ridley,42.76,57.24
sheik,simon,48.78,51.22
sheik,richter,36.71,63.29
sheik,king-k-rool,41.62,58.38
sheik,isabelle,40.69,59.31
sheik,incineroar,34.47,65.53
sheik,piranha-plant,38.91,61.09
sheik,joker,49.87,50.13
sheik,hero,37.32,62.68
sheik,banjo-and-kazooie,42.31,57.69
sheik,terry,29.32,70.68
sheik,byleth,42.92,57.08
sheik,min-min,34.59,65.41
sheik,steve,28.82,71.18
sheik,sephiroth,47.92,52.08
sheik,pyra-and-mythra,42.96,57.04
sheik,kazuya,32.41,67.59
sheik,sora,39.64,60.36
zelda,dr-mario,45.33,54.67
zelda,pichu,55.9,44.1
zelda,falco,54.76,45.24
zelda,marth,57.09,42.91
zelda,lucina,61.19,38.81
zelda,young-link,57.23,42.77
zelda,ganondorf,57.84,42.16
zelda,mewtwo,55.4,44.6
zelda,roy,58.65,41.35
zelda,chrom,56.55,43.45
zelda,mr-game-and-watch,56.38,43.62
zelda,meta-knight,52.5,47.5
zelda,pit,48.7,51.3
zelda,dark-pit,51.86,48.14
zelda,zero-suit-samus,47.2,52.8
zelda,wario,53.5,46.5
zelda,snake,47.91,52.09
zelda,ike,45.0,55.0
zelda,pokemon-trainer,53.72,46.28
zelda,diddy-kong,50.14,49.86
zelda,lucas,53.19,46.81
zelda,sonic,43.46,56.54
zelda,king-dedede,56.45,43.55
zelda,olimar,50.7,49.3
zelda,lucario,57.58,42.42
zelda,rob,48.22,51.78
zelda,toon-link,53.77,46.23
zelda,wolf,57.06,42.94
zelda,villager,58.7,41.3
zelda,mega-man,56.28,43.72
zelda,wii-fit-trainer,42.41,57.59
zelda,rosalina,57.77,42.23
zelda,little-mac,50.5,49.5
zelda,greninja,48.07,51.93
zelda,palutena,48.76,51.24
zelda,pac-man,55.76,44.24
zelda,robin,49.11,50.89
zelda,shulk,48.13,51.87
zelda,bowser-jr,49.04,50.96
zelda,duck-hunt,49.66,50.34
zelda,ryu,42.89,57.11
zelda,ken,43.62,56.38
zelda,cloud,47.9,52.1
zelda,corrin,56.09,43.91
zelda,bayonetta,43.29,56.71
zelda,inkling,50.69,49.31
zelda,ridley,53.51,46.49
zelda,simon,47.62,52.38
zelda,richter,49.23,50.77
zelda,king-k-rool,55.75,44.25
zelda,isabelle,52.22,47.78
zelda,incineroar,50.54,49.46
zelda,piranha-plant,60.57,39.43
zelda,joker,59.09,40.91
zelda,hero,48.19,51.81
zelda,banjo-and-kazooie,50.0,50.0
zelda,terry,49.26,50.74
zelda,byleth,53.44,46.56
zelda,min-min,41.4,58.6
zelda,steve,40.65,59.35
zelda,sephiroth,58.82,41.18
zelda,pyra-and-mythra,54.01,45.99
zelda,kazuya,48.2,51.8
zelda,sora,56.38,43.62
dr-mario,pichu,56.59,43.41
dr-mario,falco,61.65,38.35
dr-mario,marth,59.58,40.42
dr-mario,lucina,59.64,40.36
dr-mario,young-link,57.42,42.58
dr-mario,ganondorf,47.4,52.6
dr-mario,mewtwo,58.33,41.67
dr-mario,roy,58.32,41.68
dr-mario,chrom,51.36,48.64
dr-mario,mr-game-and-watch,46.6,53.4
dr-mario,meta-knight,59.1,40.9
dr-mario,pit,56.94,43.06
dr-mario,dark-pit,59.77,40.23
dr-mario,zero-suit-samus,54.91,45.09
dr-mario,wario,59.71,40.29
dr-mario,snake,44.38,55.62
dr-mario,ike,49.35,50.65
dr-mario,pokemon-trainer,54.6,45.4
dr-mario,diddy-kong,56.13,43.87
dr-mario,lucas,52.55,47.45
dr-mario,sonic,48.38,51.62
dr-mario,king-dedede,48.8,51.2
dr-mario,olimar,48.18,51.82
dr-mario,lucario,62.09,37.91
dr-mario,rob,49.24,50.76
dr-mario,toon-link,53.29,46.71
dr-mario,wolf,54.01,45.99
dr-mario,villager,57.99,42.01
dr-mario,mega-man,52.52,47.48
dr-mario,wii-fit-trainer,54.61,45.39
dr-mario,rosalina,54.72,45.28
dr-mario,little-mac,49.7,50.3
dr-mario,greninja,59.85,40.15
dr-mario,palutena,52.25,47.75
dr-mario,pac-man,51.24,48.76
dr-mario,robin,53.98,46.02
dr-mario,shulk,51.21,48.79
dr-mario,bowser-jr,48.93,51.07
dr-mario,duck-hunt,54.37,45.63
dr-mario,ryu,54.52,45.48
dr-mario,ken,51.47,48.53
dr-mario,cloud,53.29,46.71
dr-mario,corrin,56.47,43.53
dr-mario,bayonetta,47.11,52.89
dr-mario,inkling,58.19,41.81
dr-mario,ridley,51.16,48.84
dr-mario,simon,46.19,53.81
dr-mario,richter,38.18,61.82
dr-mario,king-k-rool,51.89,48.11
dr-mario,isabelle,56.84,43.16
dr-mario,incineroar,53.36,46.64
dr-mario,piranha-plant,56.66,43.34
dr-mario,joker,57.5,42.5
dr-mario,hero,52.96,47.04
dr-mario,banjo-and-kazooie,57.19,42.81
dr-mario,terry,54.48,45.52
dr-mario,byleth,53.71,46.29
dr-mario,min-min,48.82,51.18
dr-mario,steve,45.96,54.04
dr-mario,sephiroth,54.53,45.47
dr-mario,pyra-and-mythra,56.2,43.8
dr-mario,kazuya,45.26,54.74
dr-mario,sora,55.86,44.14
pichu,falco,52.2,47.8
pichu,marth,59.57,40.43
pichu,lucina,58.79,41.21
pichu,young-link,53.02,46.98
pichu,ganondorf,51.54,48.46
pichu,mewtwo,56.06,43.94
pichu,roy,57.11,42.89
pichu,chrom,48.42,51.58
pichu,mr-game-and-watch,41.13,58.87
pichu,meta-knight,48.29,51.71
pichu,pit,48.54,51.46
pichu,dark-pit,52.98,47.02
pichu,zero-suit-samus,47.43,52.57
pichu,wario,51.79,48.21
pichu,snake,42.95,57.05
pichu,ike,46.08,53.92
pichu,pokemon-trainer,52.56,47.44
pichu,diddy-kong,54.5,45.5
pichu,lucas,46.87,53.13
pichu,sonic,52.01,47.99
pichu,king-dedede,44.16,55.84
pichu,olimar,47.27,52.73
pichu,lucario,45.09,54.91
pichu,rob,42.1,57.9
pichu,toon-link,50.5,49.5
pichu,wolf,52.13,47.87
pichu,villager,44.38,55.62
pichu,mega-man,42.01,57.99
pichu,wii-fit-trainer,48.02,51.98
pichu,rosalina,45.35,54.65
pichu,little-mac,53.52,46.48
pichu,greninja,47.36,52.64
pichu,palutena,43.64,56.36
pichu,pac-man,33.74,66.26
pichu,robin,49.25,50.75
pichu,shulk,50.39,49.61
pichu,bowser-jr,49.01,50.99
pichu,duck-hunt,44.96,55.04
pichu,ryu,43.57,56.43
pichu,ken,46.92,53.08
pichu,cloud,50.36,49.64
pichu,corrin,51.56,48.44
pichu,bayonetta,41.84,58.16
pichu,inkling,48.8,51.2
pichu,ridley,49.32,50.68
pichu,simon,38.82,61.18
pichu,richter,42.82,57.18
pichu,king-k-rool,53.24,46.76
pichu,isabelle,46.98,53.02
pichu,incineroar,49.45,50.55
pichu,piranha-plant,49.38,50.62
pichu,joker,55.09,44.91
pichu,hero,48.13,51.87
pichu,banjo-and-kazooie,46.48,53.52
pichu,terry,45.84,54.16
pichu,byleth,55.11,44.89
pichu,min-min,41.38,58.62
pichu,steve,37.97,62.03
pichu,sephiroth,53.04,46.96
pichu,pyra-and-mythra,53.41,46.59
pichu,kazuya,49.02,50.98
pichu,sora,51.11,48.89
falco,marth,55.35,44.65
falco,lucina,56.17,43.83
falco,young-link,42.88,57.12
falco,ganondorf,53.83,46.17
falco,mewtwo,51.31,48.69
falco,roy,51.74,48.26
falco,chrom,50.52,49.48
falco,mr-game-and-watch,45.19,54.81
falco,meta-knight,46.35,53.65
falco,pit,53.7,46.3
falco,dark-pit,53.9,46.1
falco,zero-suit-samus,48.65,51.35
falco,wario,48.51,51.49
falco,snake,40.05,59.95
falco,ike,47.18,52.82
falco,pokemon-trainer,43.98,56.02
falco,diddy-kong,45.27,54.73
falco,lucas,42.65,57.35
falco,sonic,43.08,56.92
falco,king-dedede,48.22,51.78
falco,olimar,36.48,63.52
falco,lucario,49.51,50.49
falco,rob,44.58,55.42
falco,toon-link,43.12,56.88
falco,wolf,46.01,53.99
falco,villager,45.86,54.14
falco,mega-man,43.47,56.53
falco,wii-fit-trainer,44.36,55.64
falco,rosalina,49.2,50.8
falco,little-mac,41.4,58.6
falco,greninja,43.07,56.93
falco,palutena,47.5,52.5
falco,pac-man,44.06,55.94
falco,robin,46.8,53.2
falco,shulk,56.57,43.43
falco,bowser-jr,40.66,59.34
falco,duck-hunt,40.45,59.55
falco,ryu,43.98,56.02
falco,ken,41.04,58.96
falco,cloud,48.69,51.31
falco,corrin,55.81,44.19
falco,bayonetta,39.9,60.1
falco,inkling,43.71,56.29
falco,ridley,50.27,49.73
falco,simon,43.0,57.0
falco,richter,40.17,59.83
falco,king-k-rool,48.46,51.54
falco,isabelle,41.88,58.12
falco,incineroar,45.58,54.42
falco,piranha-plant,47.93,52.07
falco,joker,53.47,46.53
falco,hero,48.29,51.71
falco,banjo-and-kazooie,46.25,53.75
falco,terry,42.05,57.95
falco,byleth,54.89,45.11
falco,min-min,42.59,57.41
falco,steve,42.79,57.21
falco,sephiroth,53.96,46.04
falco,pyra-and-mythra,51.74,48.26
falco,kazuya,40.32,59.68
falco,sora,50.15,49.85
marth,lucina,47.57,52.43
marth,young-link,43.71,56.29
marth,ganondorf,43.4,56.6
marth,mewtwo,37.37,62.63
marth,roy,46.7,53.3
marth,chrom,46.8,53.2
marth,mr-game-and-watch,38.88,61.12
marth,meta-knight,33.33,66.67
marth,pit,37.22,62.78
marth,dark-pit,44.44,55.56
marth,zero-suit-samus,39.93,60.07
marth,wario,44.39,55.61
marth,snake,33.29,66.71
marth,ike,38.47,61.53
marth,pokemon-trainer,37.43,62.57
marth,diddy-kong,37.06,62.94
marth,lucas,41.01,58.99
marth,sonic,34.95,65.05
marth,king-dedede,29.37,70.63
marth,olimar,48.41,51.59
marth,lucario,36.61,63.39
marth,rob,36.06,63.94
marth,toon-link,39.09,60.91
marth,wolf,42.0,58.0
marth,villager,40.34,59.66
marth,mega-man,34.47,65.53
marth,wii-fit-trainer,35.27,64.73
marth,rosalina,42.93,57.07
marth,little-mac,41.74,58.26
marth,greninja,40.7,59.3
marth,palutena,39.29,60.71
marth,pac-man,39.49,60.51
marth,robin,35.63,64.37
marth,shulk,43.44,56.56
marth,bowser-jr,34.54,65.46
marth,duck-hunt,40.23,59.77
marth,ryu,38.1,61.9
marth,ken,33.83,66.17
marth,cloud,44.32,55.68
marth,corrin,44.93,55.07
marth,bayonetta,36.97,63.03
marth,inkling,39.75,60.25
marth,ridley,36.44,63.56
marth,simon,27.64,72.36
marth,richter,32.96,67.04
marth,king-k-rool,35.51,64.49
marth,isabelle,41.73,58.27
marth,incineroar,39.79,60.21
marth,piranha-plant,38.19,61.81
marth,joker,47.32,52.68
marth,hero,41.33,58.67
marth,banjo-and-kazooie,41.62,58.38
marth,terry,39.29,60.71
marth,byleth,46.01,53.99
marth,min-min,38.0,62.0
marth,steve,32.74,67.26
marth,sephiroth,39.11,60.89
marth,pyra-and-mythra,44.52,55.48
marth,kazuya,32.0,68.0
marth,sora,40.66,59.34
lucina,young-link,44.72,55.28
lucina,ganondorf,43.82,56.18
lucina,mewtwo,43.81,56.19
lucina,roy,45.42,54.58
lucina,chrom,45.63,54.37
lucina,mr-game-and-watch,35.18,64.82
lucina,meta-knight,34.23,65.77
lucina,pit,43.09,56.91
lucina,dark-pit,42.0,58.0
lucina,zero-suit-samus,41.39,58.61
lucina,wario,43.18,56.82
lucina,snake,34.63,65.37
lucina,ike,37.72,62.28
lucina,pokemon-trainer,39.45,60.55
lucina,diddy-kong,38.22,61.78
lucina,lucas,38.89,61.11
lucina,sonic,36.88,63.12
lucina,king-dedede,31.82,68.18
lucina,olimar,42.04,57.96
lucina,lucario,39.55,60.45
lucina,rob,38.59,61.41
lucina,toon-link,42.86,57.14
lucina,wolf,40.29,59.71
lucina,villager,39.24,60.76
lucina,mega-man,41.04,58.96
lucina,wii-fit-trainer,36.75,63.25
lucina,rosalina,37.06,62.94
lucina,little-mac,39.03,60.97
lucina,greninja,37.72,62.28
lucina,palutena,42.01,57.99
lucina,pac-man,38.11,61.89
lucina,robin,34.14,65.86
lucina,shulk,43.66,56.34
lucina,bowser-jr,35.95,64.05
lucina,duck-hunt,33.82,66.18
lucina,ryu,35.56,64.44
lucina,ken,32.9,67.1
lucina,cloud,44.25,55.75
lucina,corrin,43.84,56.16
lucina,bayonetta,32.37,67.63
lucina,inkling,37.01,62.99
lucina,ridley,38.27,61.73
lucina,simon,32.23,67.77
lucina,richter,32.35,67.65
lucina,king-k-rool,39.18,60.82
lucina,isabelle,37.11,62.89
lucina,incineroar,38.42,61.58
lucina,piranha-plant,37.83,62.17
lucina,joker,45.65,54.35
lucina,hero,41.6,58.4
lucina,banjo-and-kazooie,38.36,61.64
lucina,terry,35.26,64.74
lucina,byleth,44.55,55.45
lucina,min-min,31.05,68.95
lucina,steve,31.34,68.66
lucina,sephiroth,42.61,57.39
lucina,pyra-and-mythra,45.87,54.13
lucina,kazuya,29.47,70.53
lucina,sora,33.47,66.53
young-link,ganondorf,49.67,50.33
young-link,mewtwo,57.63,42.37
young-link,roy,52.55,47.45
young-link,chrom,48.12,51.88
young-link,mr-game-and-watch,51.17,48.83
young-link,meta-knight,50.31,49.69
young-link,pit,56.05,43.95
young-link,dark-pit,55.35,44.65
young-link,zero-suit-samus,50.61,49.39
young-link,wario,52.87,47.13
young-link,snake,43.34,56.66
young-link,ike,42.27,57.73
young-link,pokemon-trainer,50.69,49.31
young-link,diddy-kong,49.81,50.19
young-link,lucas,47.95,52.05
young-link,sonic,43.7,56.3
young-link,king-dedede,47.16,52.84
young-link,olimar,51.24,48.76
young-link,lucario,52.31,47.69
young-link,rob,43.31,56.69
young-link,toon-link,49.81,50.19
young-link,wolf,51.05,48.95
young-link,villager,47.17,52.83
young-link,mega-man,46.68,53.32
young-link,wii-fit-trainer,41.43,58.57
young-link,rosalina,52.58,47.42
young-link,little-mac,45.57,54.43
young-link,greninja,50.45,49.55
young-link,palutena,44.93,55.07
young-link,pac-man,43.23,56.77
young-link,robin,43.23,56.77
young-link,shulk,45.49,54.51
young-link,bowser-jr,43.81,56.19
young-link,duck-hunt,35.71,64.29
young-link,ryu,39.32,60.68
young-link,ken,35.9,64.1
young-link,cloud,46.9,53.1
young-link,corrin,54.29,45.71
young-link,bayonetta,42.88,57.12
young-link,inkling,49.8,50.2
young-link,ridley,51.51,48.49
young-link,simon,40.31,59.69
young-link,richter,39.48,60.52
young-link,king-k-rool,46.67,53.33
young-link,isabelle,48.19,51.81
young-link,incineroar,50.72,49.28
young-link,piranha-plant,51.16,48.84
young-link,joker,55.55,44.45
young-link,hero,43.83,56.17
young-link,banjo-and-kazooie,41.28,58.72
young-link,terry,42.93,57.07
young-link,byleth,50.59,49.41
young-link,min-min,36.04,63.96
young-link,steve,39.22,60.78
young-link,sephiroth,51.09,48.91
young-link,pyra-and-mythra,47.15,52.85
young-link,kazuya,44.46,55.54
young-link,sora,58.79,41.21
ganondorf,mewtwo,47.85,52.15
ganondorf,roy,54.28,45.72
ganondorf,chrom,51.86,48.14
ganondorf,mr-game-and-watch,42.58,57.42
ganondorf,meta-knight,39.43,60.57
ganondorf,pit,50.43,49.57
ganondorf,dark-pit,48.7,51.3
ganondorf,zero-suit-samus,51.33,48.67
ganondorf,wario,52.01,47.99
ganondorf,snake,38.57,61.43
ganondorf,ike,49.63,50.37
ganondorf,pokemon-trainer,48.42,51.58
ganondorf,diddy-kong,48.31,51.69
ganondorf,lucas,43.07,56.93
ganondorf,sonic,41.97,58.03
ganondorf,king-dedede,38.59,61.41
ganondorf,olimar,50.74,49.26
ganondorf,lucario,63.21,36.79
ganondorf,rob,39.06,60.94
ganondorf,toon-link,47.81,52.19
ganondorf,wolf,56.52,43.48
ganondorf,villager,46.7,53.3
ganondorf,mega-man,45.61,54.39
ganondorf,wii-fit-trainer,44.86,55.14
ganondorf,rosalina,45.31,54.69
ganondorf,little-mac,49.72,50.28
ganondorf,greninja,46.46,53.54
ganondorf,palutena,43.65,56.35
ganondorf,pac-man,44.26,55.74
ganondorf,robin,42.94,57.06
ganondorf,shulk,50.36,49.64
ganondorf,bowser-jr,44.53,55.47
ganondorf,duck-hunt,38.75,61.25
ganondorf,ryu,47.71,52.29
ganondorf,ken,43.3,56.7
ganondorf,cloud,56.82,43.18
ganondorf,corrin,57.68,42.32
ganondorf,bayonetta,42.43,57.57
ganondorf,inkling,45.58,54.42
ganondorf,ridley,45.29,54.71
ganondorf,simon,36.69,63.31
ganondorf,richter,39.89,60.11
ganondorf,king-k-rool,49.69,50.31
ganondorf,isabelle,48.85,51.15
ganondorf,incineroar,54.42,45.58
ganondorf,piranha-plant,49.4,50.6
ganondorf,joker,50.97,49.03
ganondorf,hero,50.09,49.91
ganondorf,banjo-and-kazooie,43.6,56.4
ganondorf,terry,46.73,53.27
ganondorf,byleth,52.99,47.01
ganondorf,min-min,38.65,61.35
ganondorf,steve,39.01,60.99
ganondorf,sephiroth,54.71,45.29
ganondorf,pyra-and-mythra,54.38,45.62
ganondorf,kazuya,42.81,57.19
ganondorf,sora,50.36,49.64
mewtwo,roy,53.88,46.12
mewtwo,chrom,51.04,48.96
mewtwo,mr-game-and-watch,45.75,54.25
mewtwo,meta-knight,40.48,59.52
mewtwo,pit,53.62,46.38
mewtwo,dark-pit,50.0,50.0
mewtwo,zero-suit-samus,48.7,51.3
mewtwo,wario,47.09,52.91
mewtwo,snake,38.56,61.44
mewtwo,ike,43.75,56.25
mewtwo,pokemon-trainer,49.0,51.0
mewtwo,diddy-kong,37.97,62.03
mewtwo,lucas,50.92,49.08
mewtwo,sonic,39.79,60.21
mewtwo,king-dedede,44.38,55.62
mewtwo,olimar,40.0,60.0
mewtwo,lucario,50.8,49.2
mewtwo,rob,39.0,61.0
mewtwo,toon-link,45.01,54.99
mewtwo,wolf,48.32,51.68
mewtwo,villager,50.42,49.58
mewtwo,mega-man,38.36,61.64
mewtwo,wii-fit-trainer,38.37,61.63
mewtwo,rosalina,45.17,54.83
mewtwo,little-mac,42.87,57.13
mewtwo,greninja,42.1,57.9
mewtwo,palutena,41.08,58.92
mewtwo,pac-man,41.96,58.04
mewtwo,robin,43.0,57.0
mewtwo,shulk,49.65,50.35
mewtwo,bowser-jr,46.21,53.79
mewtwo,duck-hunt,32.69,67.31
mewtwo,ryu,46.82,53.18
mewtwo,ken,38.43,61.57
mewtwo,cloud,47.65,52.35
mewtwo,corrin,51.76,48.24
mewtwo,bayonetta,38.31,61.69
mewtwo,inkling,42.92,57.08
mewtwo,ridley,48.43,51.57
mewtwo,simon,38.6,61.4
mewtwo,richter,42.72,57.28
mewtwo,king-k-rool,47.86,52.14
mewtwo,isabelle,44.11,55.89
mewtwo,incineroar,48.89,51.11
mewtwo,piranha-plant,48.61,51.39
mewtwo,joker,51.55,48.45
mewtwo,hero,46.15,53.85
mewtwo,banjo-and-kazooie,39.74,60.26
mewtwo,terry,41.96,58.04
mewtwo,byleth,56.97,43.03
mewtwo,min-min,34.9,65.1
mewtwo,steve,31.43,68.57
mewtwo,sephiroth,49.86,50.14
mewtwo,pyra-and-mythra,51.75,48.25
mewtwo,kazuya,43.69,56.31
mewtwo,sora,52.7,47.3
roy,chrom,52.66,47.34
roy,mr-game-and-watch,39.4,60.6
roy,meta-knight,42.18,57.82
roy,pit,52.03,47.97
roy,dark-pit,50.19,49.81
roy,zero-suit-samus,48.6,51.4
roy,wario,43.09,56.91
roy,snake,37.46,62.54
roy,ike,44.74,55.26
roy,pokemon-trainer,45.0,55.0
roy,diddy-kong,43.25,56.75
roy,lucas,41.24,58.76
roy,sonic,40.06,59.94
roy,king-dedede,36.88,63.12
roy,olimar,48.04,51.96
roy,lucario,52.27,47.73
roy,rob,43.07,56.93
roy,toon-link,43.76,56.24
roy,wolf,47.35,52.65
roy,villager,35.2,64.8
roy,mega-man,45.85,54.15
roy,wii-fit-trainer,37.69,62.31
roy,rosalina,46.63,53.37
roy,little-mac,42.28,57.72
roy,greninja,39.9,60.1
roy,palutena,44.4,55.6
roy,pac-man,41.51,58.49
roy,robin,42.4,57.6
roy,shulk,41.54,58.46
roy,bowser-jr,43.11,56.89
roy,duck-hunt,38.04,61.96
roy,ryu,40.85,59.15
roy,ken,39.63,60.37
roy,cloud,48.51,51.49
roy,corrin,49.71,50.29
roy,bayonetta,40.23,59.77
roy,inkling,42.15,57.85
roy,ridley,40.72,59.28
roy,simon,39.75,60.25
roy,richter,39.22,60.78
roy,king-k-rool,43.67,56.33
roy,isabelle,41.23,58.77
roy,incineroar,43.8,56.2
roy,piranha-plant,41.71,58.29
roy,joker,45.84,54.16
roy,hero,45.29,54.71
roy,banjo-and-kazooie,47.26,52.74
roy,terry,40.77,59.23
roy,byleth,50.97,49.03
roy,min-min,33.54,66.46
roy,steve,33.99,66.01
roy,sephiroth,50.24,49.76
roy,pyra-and-mythra,51.54,48.46
roy,kazuya,39.84,60.16
roy,sora,43.38,56.62
chrom,mr-game-and-watch,50.92,49.08
chrom,meta-knight,42.57,57.43
chrom,pit,42.31,57.69
chrom,dark-pit,51.14,48.86
chrom,zero-suit-samus,47.81,52.19
chrom,wario,47.45,52.55
chrom,snake,41.05,58.95
chrom,ike,49.07,50.93
chrom,pokemon-trainer,49.14,50.86
chrom,diddy-kong,48.15,51.85
chrom,lucas,42.57,57.43
chrom,sonic,41.0,59.0
chrom,king-dedede,42.46,57.54
chrom,olimar,47.93,52.07
chrom,lucario,58.3,41.7
chrom,rob,41.37,58.63
chrom,toon-link,46.0,54.0
chrom,wolf,51.11,48.89
chrom,villager,57.05,42.95
chrom,mega-man,41.65,58.35
chrom,wii-fit-trainer,45.77,54.23
chrom,rosalina,51.19,48.81
chrom,little-mac,46.53,53.47
chrom,greninja,42.32,57.68
chrom,palutena,45.1,54.9
chrom,pac-man,40.95,59.05
chrom,robin,40.72,59.28
chrom,shulk,44.76,55.24
chrom,bowser-jr,41.64,58.36
chrom,duck-hunt,36.41,63.59
chrom,ryu,42.98,57.02
chrom,ken,37.45,62.55
chrom,cloud,49.98,50.02
chrom,corrin,49.6,50.4
chrom,bayonetta,43.86,56.14
chrom,inkling,46.19,53.81
chrom,ridley,41.59,58.41
chrom,simon,38.1,61.9
chrom,richter,41.74,58.26
chrom,king-k-rool,41.41,58.59
chrom,isabelle,50.6,49.4
chrom,incineroar,43.45,56.55
chrom,piranha-plant,46.34,53.66
chrom,joker,47.42,52.58
chrom,hero,47.96,52.04
chrom,banjo-and-kazooie,46.12,53.88
chrom,terry,42.83,57.17
chrom,byleth,51.93,48.07
chrom,min-min,30.59,69.41
chrom,steve,35.25,64.75
chrom,sephiroth,49.07,50.93
chrom,pyra-and-mythra,52.18,47.82
chrom,kazuya,40.65,59.35
chrom,sora,48.86,51.14
mr-game-and-watch,meta-knight,54.14,45.86
mr-game-and-watch,pit,52.73,47.27
mr-game-and-watch,dark-pit,57.57,42.43
mr-game-and-watch,zero-suit-samus,46.03,53.97
mr-game-and-watch,wario,58.07,41.93
mr-game-and-watch,snake,46.01,53.99
mr-game-and-watch,ike,49.07,50.93
mr-game-and-watch,pokemon-trainer,50.19,49.81
mr-game-and-watch,diddy-kong,50.75,49.25
mr-game-and-watch,lucas,49.43,50.57
mr-game-and-watch,sonic,45.44,54.56
mr-game-and-watch,king-dedede,46.2,53.8
mr-game-and-watch,olimar,48.97,51.03
mr-game-and-watch,lucario,59.08,40.92
mr-game-and-watch,rob,44.81,55.19
mr-game-and-watch,toon-link,44.93,55.07
mr-game-and-watch,wolf,55.02,44.98
mr-game-and-watch,villager,56.28,43.72
mr-game-and-watch,mega-man,42.34,57.66
mr-game-and-watch,wii-fit-trainer,53.34,46.66
mr-game-and-watch,rosalina,47.33,52.67
mr-game-and-watch,little-mac,52.26,47.74
mr-game-and-watch,greninja,53.97,46.03
mr-game-and-watch,palutena,45.48,54.52
mr-game-and-watch,pac-man,44.01,55.99
mr-game-and-watch,robin,43.1,56.9
mr-game-and-watch,shulk,53.11,46.89
mr-game-and-watch,bowser-jr,43.02,56.98
