Personagem1,Personagem2,taxaVitoria1,taxaVitoria2
villager,richter,40.98,59.02
villager,king-k-rool,54.05,45.95
villager,isabelle,47.42,52.58
villager,incineroar,49.45,50.55
villager,piranha-plant,58.6,41.4
villager,joker,58.18,41.82
villager,hero,35.82,64.18
villager,banjo-and-kazooie,46.55,53.45
villager,terry,40.67,59.33
villager,byleth,54.65,45.35
villager,min-min,36.5,63.5
villager,steve,41.86,58.14
villager,sephiroth,50.62,49.38
villager,pyra-and-mythra,49.41,50.59
villager,kazuya,43.6,56.4
villager,sora,49.02,50.98
mega-man,bayonetta,44.88,55.12
mega-man,inkling,54.71,45.29
mega-man,ridley,56.5,43.5
mega-man,simon,55.29,44.71
mega-man,richter,41.12,58.88
mega-man,king-k-rool,60.99,39.01
mega-man,isabelle,53.48,46.52
mega-man,incineroar,52.88,47.12
mega-man,piranha-plant,62.3,37.7
mega-man,joker,61.0,39.0
mega-man,hero,48.11,51.89
mega-man,banjo-and-kazooie,48.91,51.09
mega-man,terry,48.52,51.48
mega-man,byleth,55.56,44.44
mega-man,min-min,38.46,61.54
mega-man,steve,41.86,58.14
mega-man,sephiroth,63.05,36.95
mega-man,pyra-and-mythra,55.53,44.47
mega-man,kazuya,47.51,52.49
mega-man,sora,53.67,46.33
wii-fit-trainer,rosalina,58.75,41.25
wii-fit-trainer,little-mac,53.49,46.51
wii-fit-trainer,greninja,52.44,47.56
wii-fit-trainer,palutena,55.74,44.26
wii-fit-trainer,pac-man,55.87,44.13
wii-fit-trainer,robin,48.43,51.57
wii-fit-trainer,shulk,51.46,48.54
wii-fit-trainer,bowser-jr,52.52,47.48
wii-fit-trainer,duck-hunt,50.58,49.42
wii-fit-trainer,ryu,55.86,44.14
wii-fit-trainer,ken,46.22,53.78
wii-fit-trainer,cloud,52.73,47.27
rosalina,hero,44.98,55.02
rosalina,banjo-and-kazooie,39.49,60.51
rosalina,terry,42.4,57.6
